id,ror_display,acronym,alias,label,country_name,created,last_modified
https://ror.org/02ksqcf75,Didi Chuxing (China),,"en: Beijing DiDi Infinity Technology and Development Co Ltd, Beijing Xiaoju Technology Co., Didi Chuxing Technology Co Ltd, Didi Chuxing Technology Co.; zh: 滴滴, 滴滴出行","no_lang_code: Didi Chuxing, Didi Chuxing (China); zh: 北京小桔科技有限公司",China,8/19/2024,8/21/2024
https://ror.org/05pk81s67,Dish Network (United States),,"en: Dish Network Corp, Dish Network Corporation, Dish Network LLC","en: Dish Network, Dish Network (United States)",United States,8/19/2024,8/21/2024
https://ror.org/03wx30207,EOG Resources (United States),,"en: EOG Resources Inc, Enron Oil & Gas Company, Enron Oil and Gas Company","en: EOG Resources, EOG Resources (United States)",United States,8/19/2024,8/21/2024
https://ror.org/011fcvm83,Aeroflex,,,no_lang_code: Aeroflex,United States,8/19/2024,8/21/2024
https://ror.org/03zqyp327,Cincinnati Financial (United States),,"en: Cincinnati Financial Corp, Cincinnati Financial Corporation, The Cincinnati Insurance Companies","en: Cincinnati Financial, Cincinnati Financial (United States)",United States,8/19/2024,8/21/2024
https://ror.org/01nvq4081,Museum of Glass and Jewellery in Jablonec nad Nisou,,,en: Museum of Glass and Jewellery in Jablonec nad Nisou; cs: Muzeum skla a bižuterie v Jablonci nad Nisou,Czechia,8/19/2024,8/21/2024
https://ror.org/0140bzm64,Society for the Study of Human Development,en: SSHD,,en: Society for the Study of Human Development,United States,8/19/2024,8/21/2024
https://ror.org/035r10384,MORSE (United States),,"en: MORSECORP, MORSECORP Inc, Mission Oriented Rapid Solution Engineering","en: MORSE, MORSE (United States)",United States,8/19/2024,8/21/2024
https://ror.org/008s47275,Pratt & Whitney Rocketdyne (United States),,en: Pratt and Whitney Rocketdyne,"en: Pratt & Whitney Rocketdyne, Pratt & Whitney Rocketdyne (United States)",United States,8/19/2024,8/21/2024
https://ror.org/047ybhc09,"City St George's, University of London",,en: City St George's University of London,"en: City St George's, University of London",United Kingdom,8/19/2024,8/21/2024
https://ror.org/04rqv8543,Bridgewater Associates (United States),,en: Bridgewater Associates LP,"en: Bridgewater Associates, Bridgewater Associates (United States)",United States,8/19/2024,8/21/2024
https://ror.org/00ksf6k80,Darden Restaurants (United States),,en: Darden Restaurants Inc,"en: Darden Restaurants, Darden Restaurants (United States)",United States,8/19/2024,8/21/2024
https://ror.org/02ewr8206,Patel Institute of Science and Management,,,en: Patel Institute of Science and Management,India,8/19/2024,8/21/2024
https://ror.org/0552wkf46,NRG Energy (United States),en: NRG,"en: NRG Energy, Inc","en: NRG Energy, NRG Energy (United States)",United States,8/19/2024,8/21/2024
https://ror.org/053jkh992,Thai Nguyen University of Medicine and Pharmacy,en: TUMP,,"en: Thai Nguyen University of Medicine and Pharmacy; vi: Trường Đại học Y - Dược, Đại học Thái Nguyên",Vietnam,8/19/2024,8/21/2024
https://ror.org/029vc8149,Chongqing Airport,en: CQA,en: Chongqing International Airport,en: Chongqing Airport,China,8/19/2024,8/21/2024
https://ror.org/00n16p182,Martin Marietta Materials (United States),,"no_lang_code: Martin Marietta, Martin Marietta Materials Inc.","no_lang_code: Martin Marietta Materials, Martin Marietta Materials (United States)",United States,8/19/2024,8/21/2024
https://ror.org/03r6wtf12,Aibee (China),,en: Aibee Beijing Intelligent Technology Co Ltd; no_lang_code: Aibee Inc.; zh: 爱笔智能,"no_lang_code: Aibee, Aibee (China); zh: 爱笔智能科技有限公司",China,8/19/2024,8/21/2024
https://ror.org/030ev1m28,General Hospital of Central Theater Command,,"en: General Hospital of Central Theater Command of People's Liberation Army, PLA General Hospital of Central Theater Command, People's Liberation Army General Hospital of Central Theater Command",en: General Hospital of Central Theater Command; zh: 中国人民解放军中部战区总医院,China,8/19/2024,8/21/2024
https://ror.org/038dc7m35,CSX (United States),,"no_lang_code: CSX Corp, CSX Corporation","no_lang_code: CSX, CSX (United States)",United States,8/19/2024,8/21/2024
https://ror.org/053yszt22,Exelon (United States),,"en: Exelon Corp, Exelon Corporation","en: Exelon, Exelon (United States)",United States,8/19/2024,8/21/2024
https://ror.org/03158q453,Animal and Plant Inspection and Quarantine Technology Center of Shenzhen Customs District,en: APIQ,,en: Animal and Plant Inspection and Quarantine Technology Center of Shenzhen Customs District; zh: 深圳海关动植物检验检疫技术中心,China,8/19/2024,8/21/2024
https://ror.org/01s63dd48,A.O. Smith (United States),,"no_lang_code: A. O. Smith, A. O. Smith Corporation","no_lang_code: A.O. Smith, A.O. Smith (United States)",United States,8/19/2024,8/21/2024
https://ror.org/01qz28660,Alfa University College,,en: Alfa International College,en: Alfa University College,Malaysia,8/19/2024,8/21/2024
https://ror.org/05w630g93,PG&E Corporation (United States),,en: Pacific Gas and Electric Company,"en: PG&E Corporation, PG&E Corporation (United States)",United States,8/19/2024,8/21/2024
https://ror.org/01dfznc08,Rock Flow Dynamics (United Kingdom),en: RFD,,"en: Rock Flow Dynamics, Rock Flow Dynamics (United Kingdom)",United Kingdom,8/19/2024,8/21/2024
https://ror.org/055rbnx68,Vulcan Materials (United States),,"en: Vulcan Materials Co, Vulcan Materials Company","en: Vulcan Materials, Vulcan Materials (United States)",United States,8/19/2024,8/21/2024
https://ror.org/01y92wg94,Universidad Tecnológica de Querétaro,es: UTEQ,en: Technological University of Querétaro,es: Universidad Tecnológica de Querétaro,Mexico,8/19/2024,8/21/2024
https://ror.org/04b7gmr83,Eversource Energy (United States),,"en: Eversource, Northeast Utilities","en: Eversource Energy, Eversource Energy (United States)",United States,8/19/2024,8/21/2024
https://ror.org/05nyp3428,U.S. Bancorp (United States),,"en: U.S. Bancorp Asset Management, U.S. Bancorp Fund Services","en: U.S. Bancorp, U.S. Bancorp (United States)",United States,8/19/2024,8/21/2024
https://ror.org/03zhyf578,Fonctionnement écologique et gestion durable des agrosystèmes bananiers et ananas,,"fr: UPR Geco, Unité de recherche Geco",fr: Fonctionnement écologique et gestion durable des agrosystèmes bananiers et ananas; en: Functioning and Sustainable Management of Banana and Pineapple,France,8/19/2024,8/21/2024
https://ror.org/01ykjav28,Raymond James Financial (United States),,"en: Raymond James, Raymond James Financial Services Inc., Raymond James Technology and Communications Investment Banking Group","en: Raymond James Financial, Raymond James Financial (United States)",United States,8/19/2024,8/21/2024
https://ror.org/05xk4yb78,"Analyses des eaux, sols et végétaux",,"fr: US Analyses, Unité de service Analyses","fr: Analyses des eaux, sols et végétaux; en: Water, Soil and Plant Analysis",France,8/19/2024,8/21/2024
https://ror.org/00nb55479,Universidad Tecnológica de Manzanillo,es: UTEM,,es: Universidad Tecnológica de Manzanillo,Mexico,8/19/2024,8/21/2024
https://ror.org/01ypbmk97,Verisign (United States),,,"no_lang_code: Verisign, Verisign (United States)",United States,8/19/2024,8/21/2024
https://ror.org/01beh4y53,Franklin Resources (United States),,en: Franklin Resources Inc,"en: Franklin Resources, Franklin Resources (United States)",United States,8/19/2024,8/21/2024
https://ror.org/05et7jg19,Shahid Matangini Hazra Government College for Women,en: SMHGGDCW,en: Shahid Matangini Hazra Govt. General Degree College for Women,en: Shahid Matangini Hazra Government College for Women,India,8/19/2024,8/21/2024
https://ror.org/04m6zg706,Pinterest (United States),,en: Cold Brew Labs Inc; no_lang_code: Pinterest Inc.,"no_lang_code: Pinterest, Pinterest (United States)",United States,8/19/2024,8/21/2024
https://ror.org/05hzcdx60,Yum! Brands (United States),,"en: Tricon Global Restaurants, Yum!, Yum! Brands Inc, Yum! Brands RSC","en: Yum! Brands, Yum! Brands (United States)",United States,8/19/2024,8/21/2024
https://ror.org/05e2f3x89,Universal Health Services (United States),en: UHS,en: Universal Health Services Inc,"en: Universal Health Services, Universal Health Services (United States)",United States,8/19/2024,8/21/2024
